Country,Education,Experience,Salary
Russian Federation,Post Grad,22.0,51900.0
France,Bachelor,15.0,45401.0
Germany,Bachelor,7.0,97504.0
Germany,No College,5.0,63778.0
United Kingdom of Great Britain and Northern Ireland,Master,5.0,142185.0
United Kingdom of Great Britain and Northern Ireland,No College,6.0,64630.0
Switzerland,Master,15.0,152473.0
Germany,No College,12.0,49725.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,60141.0
France,Master,5.0,54049.0
Poland,No College,4.0,25824.0
Germany,Bachelor,7.0,70264.0
Spain,Bachelor,16.0,43239.0
Canada,Bachelor,6.0,58236.0
Turkey,Master,0.5,49308.0
Israel,Bachelor,2.0,101568.0
Spain,Master,4.0,25944.0
United States of America,Master,25.0,129000.0
United States of America,Bachelor,6.0,75000.0
United States of America,Bachelor,35.0,115000.0
France,Master,20.0,57072.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,0.5,38778.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,7.0,161574.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,43948.0
United States of America,Bachelor,9.0,105000.0
United States of America,Master,20.0,130000.0
Germany,No College,6.0,39564.0
Russian Federation,Bachelor,2.0,21516.0
United States of America,Bachelor,3.0,66000.0
United States of America,No College,8.0,54000.0
Canada,Bachelor,11.0,74497.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,60752.0
India,Bachelor,16.0,27923.0
Spain,Bachelor,9.0,61616.0
France,Master,22.0,86478.0
Australia,Post Grad,7.0,76831.0
Germany,No College,3.0,43239.0
Israel,Bachelor,9.0,122580.0
Canada,Bachelor,5.0,58236.0
India,Bachelor,3.0,12564.0
Canada,Bachelor,3.0,64287.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,127967.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,69800.0
United States of America,Bachelor,3.0,120000.0
Canada,No College,16.0,69581.0
United States of America,No College,11.0,135000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,17.0,125382.0
Germany,Bachelor,3.0,67452.0
United States of America,No College,20.0,165000.0
Canada,Master,20.0,77900.0
India,No College,8.0,16754.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,77556.0
United States of America,Master,9.0,130000.0
United States of America,Bachelor,20.0,70000.0
United States of America,Bachelor,2.0,65000.0
Spain,Post Grad,7.0,28105.0
Canada,Bachelor,16.0,121010.0
Brazil,Bachelor,8.0,41232.0
France,Post Grad,20.0,64859.0
Germany,Bachelor,7.0,77831.0
United States of America,Bachelor,16.0,244000.0
United States of America,Bachelor,4.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Master,5.0,49119.0
India,Bachelor,5.0,11169.0
United States of America,Bachelor,0.5,73000.0
United Kingdom of Great Britain and Northern Ireland,Master,16.0,58167.0
Canada,Master,2.0,45379.0
Germany,Master,11.0,108098.0
United States of America,Master,9.0,86000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,17.0,93067.0
United States of America,Bachelor,15.0,165000.0
United States of America,Master,13.0,53000.0
Russian Federation,No College,6.0,24540.0
India,Bachelor,14.0,83770.0
Brazil,Bachelor,4.0,27492.0
India,Bachelor,3.0,10792.0
India,Master,19.0,60300.0
Brazil,Post Grad,4.0,27492.0
United States of America,Bachelor,7.0,100000.0
Switzerland,Bachelor,4.0,109781.0
Spain,Master,2.0,25944.0
United States of America,Bachelor,32.0,165000.0
United States of America,No College,10.0,140000.0
Switzerland,Bachelor,32.0,96566.0
Brazil,No College,5.0,13973.0
India,Bachelor,8.0,38129.0
United States of America,Bachelor,1.0,60000.0
Canada,Post Grad,14.0,83194.0
Germany,Master,25.0,77544.0
United States of America,No College,23.0,110000.0
United States of America,Bachelor,12.0,180000.0
India,Master,2.0,12566.0
Canada,Bachelor,6.0,56723.0
United States of America,Bachelor,5.0,24000.0
United Kingdom of Great Britain and Northern Ireland,Master,12.0,116301.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,10.0,129250.0
United States of America,No College,0.5,56400.0
Brazil,Bachelor,20.0,62994.0
Germany,Master,0.5,51887.0
United States of America,Bachelor,5.0,50000.0
United States of America,Bachelor,2.0,145000.0
Netherlands,Bachelor,36.0,64859.0
Sweden,Master,20.0,55224.0
United States of America,No College,6.0,141000.0
United States of America,Bachelor,7.0,102974.0
Germany,Master,6.0,70044.0
Germany,Master,4.0,73511.0
Netherlands,No College,4.0,29832.0
France,Master,4.0,48644.0
Netherlands,Post Grad,4.0,37834.0
France,Master,2.0,48644.0
Russian Federation,Bachelor,6.0,16980.0
Italy,No College,30.0,54049.0
United States of America,Bachelor,35.0,175000.0
United States of America,Bachelor,23.0,171000.0
United States of America,Post Grad,1.0,64000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,104700.0
Germany,No College,6.0,25944.0
Canada,Bachelor,13.0,73362.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,90482.0
Russian Federation,No College,10.0,35550.0
United States of America,Master,6.0,200000.0
Germany,Bachelor,13.0,70264.0
United States of America,Bachelor,10.0,200000.0
India,Bachelor,5.0,28622.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,48472.0
United States of America,Bachelor,3.0,122000.0
India,Bachelor,3.0,25131.0
United States of America,Bachelor,15.0,89000.0
United States of America,Bachelor,10.0,220000.0
Italy,Post Grad,3.0,21408.0
United States of America,Bachelor,13.0,170000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,12.0,77556.0
United States of America,Master,5.0,125000.0
United Kingdom of Great Britain and Northern Ireland,Master,24.0,64630.0
France,Master,33.0,54049.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,93067.0
United States of America,No College,14.0,145000.0
India,Bachelor,5.0,16752.0
Netherlands,No College,3.0,40212.0
India,No College,9.0,17033.0
Germany,Master,5.0,51888.0
Canada,Bachelor,15.0,75631.0
United States of America,Post Grad,3.0,240000.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,25.0,77556.0
India,Bachelor,7.0,11724.0
Canada,Bachelor,9.0,83951.0
Poland,No College,20.0,57708.0
United States of America,Bachelor,7.0,60000.0
United States of America,Post Grad,25.0,76000.0
United Kingdom of Great Britain and Northern Ireland,No College,3.0,22620.0
United States of America,Post Grad,7.0,196950.0
United States of America,Bachelor,2.0,69000.0
United Kingdom of Great Britain and Northern Ireland,Master,40.0,68507.0
India,Master,10.0,17452.0
United Kingdom of Great Britain and Northern Ireland,No College,10.0,124089.0
India,Bachelor,0.5,25131.0
United Kingdom of Great Britain and Northern Ireland,Master,14.0,168037.0
Germany,No College,3.0,38448.0
United States of America,Bachelor,5.0,106000.0
Germany,No College,1.0,32429.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,41363.0
United States of America,Bachelor,1.0,18000.0
Spain,No College,5.0,19452.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,41363.0
Germany,Master,7.0,86478.0
United States of America,Bachelor,10.0,50000.0
United States of America,Bachelor,3.0,80000.0
United States of America,Bachelor,1.0,65000.0
Netherlands,Master,3.0,38916.0
Russian Federation,Post Grad,14.0,37752.0
Germany,Master,9.0,92964.0
Russian Federation,Master,9.0,35856.0
Germany,Master,10.0,91883.0
Poland,Master,8.0,45564.0
France,Master,4.0,45401.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,9.0,94359.0
Canada,Bachelor,9.0,79413.0
India,Master,7.0,15084.0
France,Master,4.0,39996.0
United States of America,No College,6.0,33000.0
United Kingdom of Great Britain and Northern Ireland,No College,3.0,27144.0
United States of America,Bachelor,10.0,120000.0
United States of America,Bachelor,7.0,162000.0
India,Bachelor,3.0,16754.0
United States of America,Master,15.0,81807.0
Turkey,Bachelor,8.0,69036.0
Canada,No College,11.0,60505.0
Russian Federation,Post Grad,6.0,47184.0
Germany,Bachelor,5.0,70264.0
United States of America,Bachelor,3.0,100000.0
Germany,No College,11.0,67452.0
France,Master,6.0,43239.0
India,Bachelor,1.0,11724.0
Switzerland,Master,17.0,106731.0
France,Master,6.0,50806.0
United Kingdom of Great Britain and Northern Ireland,No College,16.0,74970.0
Netherlands,Master,3.0,77832.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,10.0,139600.0
United States of America,Bachelor,16.0,250000.0
Canada,Bachelor,3.0,68068.0
United States of America,Bachelor,10.0,45000.0
United States of America,Post Grad,19.0,160000.0
India,Master,6.0,25131.0
Italy,Master,7.0,43239.0
Spain,Bachelor,5.0,68100.0
India,Bachelor,3.0,11169.0
United States of America,Bachelor,7.0,115000.0
Italy,Master,4.0,37834.0
United States of America,No College,5.0,108000.0
Germany,Bachelor,4.0,54480.0
United States of America,Bachelor,3.0,100000.0
Germany,Bachelor,5.0,54049.0
United States of America,Bachelor,2.0,100000.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,3.0,54289.0
United States of America,No College,7.0,78000.0
United Kingdom of Great Britain and Northern Ireland,Master,17.0,180963.0
France,Post Grad,27.0,49296.0
United States of America,Bachelor,10.0,105600.0
United States of America,Master,6.0,54000.0
Germany,No College,2.0,59454.0
United States of America,Bachelor,14.0,95000.0
United States of America,Master,7.0,180000.0
Spain,No College,16.0,59454.0
Switzerland,No College,4.0,15852.0
India,Bachelor,6.0,26527.0
United States of America,Bachelor,7.0,190000.0
United States of America,Bachelor,6.0,200000.0
United States of America,Bachelor,21.0,250000.0
Spain,Master,5.0,15564.0
United States of America,No College,6.0,125000.0
India,Master,8.0,34904.0
Germany,Bachelor,22.0,75669.0
United States of America,Master,6.0,150000.0
Germany,Post Grad,23.0,91883.0
United States of America,Bachelor,3.0,114000.0
Germany,Bachelor,5.0,63778.0
United States of America,Bachelor,9.0,90000.0
France,Master,9.0,49725.0
Spain,Master,6.0,43239.0
United States of America,Bachelor,4.0,105000.0
United States of America,Bachelor,31.0,82000.0
United States of America,Bachelor,7.0,160000.0
India,Master,11.0,41880.0
Sweden,Master,16.0,63204.0
United States of America,No College,10.0,120000.0
United States of America,No College,4.0,40000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,29.0,103408.0
Canada,Bachelor,22.0,40085.0
Canada,Master,5.0,66556.0
United States of America,Bachelor,4.0,84000.0
Germany,Bachelor,0.5,18804.0
Israel,Master,28.0,105072.0
Norway,Bachelor,6.0,79843.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,12.0,144771.0
Germany,Post Grad,10.0,54480.0
France,Master,2.0,50806.0
United States of America,No College,12.0,115000.0
Canada,Bachelor,20.0,98321.0
United States of America,Bachelor,11.0,140000.0
France,Bachelor,7.0,41077.0
United States of America,Bachelor,10.0,140000.0
France,Master,4.0,18804.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,16.0,55582.0
United States of America,No College,37.0,110000.0
United States of America,Bachelor,3.0,90000.0
Italy,Master,11.0,54049.0
Canada,No College,2.0,30250.0
Italy,Bachelor,22.0,86478.0
United States of America,Bachelor,6.0,86000.0
Brazil,Bachelor,16.0,27492.0
Italy,No College,5.0,22056.0
Italy,No College,3.0,25944.0
United States of America,No College,4.0,50000.0
United States of America,Post Grad,5.0,32000.0
Germany,Bachelor,5.0,33732.0
United Kingdom of Great Britain and Northern Ireland,No College,11.0,65147.0
United States of America,Bachelor,6.0,65000.0
Germany,Master,20.0,86478.0
India,Bachelor,7.0,13962.0
Canada,Master,14.0,111178.0
United States of America,Bachelor,36.0,150000.0
India,Bachelor,15.0,39093.0
Russian Federation,Master,12.0,33972.0
Israel,Bachelor,21.0,129588.0
Russian Federation,Bachelor,2.0,20760.0
Russian Federation,No College,12.0,41520.0
United States of America,Bachelor,1.0,42500.0
United Kingdom of Great Britain and Northern Ireland,Master,29.0,74970.0
Germany,Master,13.0,75669.0
United States of America,Master,42.0,140000.0
United States of America,No College,12.0,67920.0
Switzerland,Master,10.0,111814.0
United Kingdom of Great Britain and Northern Ireland,No College,6.0,32315.0
United States of America,Bachelor,15.0,135000.0
Russian Federation,No College,4.0,37752.0
France,Bachelor,12.0,35028.0
Germany,Master,2.0,43239.0
India,Bachelor,0.5,20943.0
France,Master,15.0,45401.0
Germany,Master,10.0,58373.0
United States of America,Bachelor,20.0,72000.0
United States of America,No College,13.0,106000.0
Switzerland,Master,6.0,76237.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,40.0,64630.0
United States of America,Bachelor,6.0,175000.0
France,Master,8.0,81074.0
Netherlands,Master,1.0,56211.0
France,Master,3.0,50806.0
United Kingdom of Great Britain and Northern Ireland,No College,0.5,32315.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,34.0,125382.0
United Kingdom of Great Britain and Northern Ireland,No College,2.0,24559.0
United States of America,Bachelor,17.0,111000.0
United States of America,No College,22.0,68752.0
United States of America,Master,10.0,98000.0
United States of America,No College,10.0,137500.0
Germany,Bachelor,10.0,97288.0
United Kingdom of Great Britain and Northern Ireland,No College,11.0,64630.0
France,Master,9.0,29184.0
Brazil,Master,20.0,32988.0
United States of America,Master,4.0,86000.0
United States of America,Post Grad,5.0,115000.0
United States of America,No College,8.0,60000.0
United States of America,Bachelor,4.0,75000.0
Poland,Master,3.0,25824.0
Poland,Master,3.0,30372.0
United States of America,Bachelor,5.0,230000.0
Italy,Master,3.0,34591.0
Netherlands,Master,11.0,82155.0
Germany,Bachelor,16.0,77832.0
Italy,Bachelor,7.0,32429.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,5.0,51704.0
France,Bachelor,17.0,109781.0
Canada,No College,10.0,83194.0
Germany,No College,4.0,59454.0
United States of America,Master,18.0,116000.0
Canada,Bachelor,6.0,60505.0
Germany,Master,14.0,66168.0
United Kingdom of Great Britain and Northern Ireland,Master,2.0,51704.0
United States of America,Bachelor,6.0,106000.0
France,Master,15.0,59930.0
Germany,No College,1.0,12972.0
United States of America,Bachelor,1.0,50000.0
United States of America,Master,15.0,185000.0
United States of America,Bachelor,6.0,36000.0
United States of America,Bachelor,6.0,115000.0
France,Master,4.0,43239.0
United States of America,Bachelor,13.0,85000.0
United States of America,Bachelor,4.0,93000.0
United States of America,No College,25.0,120000.0
Germany,No College,10.0,129718.0
Germany,Master,9.0,75669.0
United States of America,Master,16.0,120000.0
United States of America,Bachelor,8.0,144000.0
United States of America,Bachelor,5.0,98000.0
Turkey,Master,13.0,98616.0
India,Bachelor,4.0,27923.0
India,Master,12.0,30716.0
United States of America,Master,5.0,140000.0
Poland,Master,10.0,36444.0
United States of America,No College,4.0,102000.0
Spain,Master,8.0,36753.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,122796.0
Sweden,Master,18.0,58296.0
United States of America,Bachelor,11.0,165000.0
Sweden,No College,7.0,55224.0
France,Post Grad,2.0,32424.0
United States of America,Bachelor,2.0,100000.0
Switzerland,Master,23.0,119946.0
Canada,Bachelor,6.0,44622.0
Italy,No College,5.0,32429.0
United States of America,No College,17.0,210000.0
Sweden,Bachelor,5.0,64440.0
Italy,Bachelor,5.0,32424.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,38778.0
Russian Federation,Post Grad,10.0,37752.0
Canada,Bachelor,5.0,86976.0
Brazil,Master,21.0,46728.0
Canada,Bachelor,7.0,60505.0
Brazil,Master,17.0,35736.0
United States of America,No College,3.0,148000.0
United States of America,No College,11.0,160000.0
United Kingdom of Great Britain and Northern Ireland,No College,28.0,96945.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,36193.0
Israel,Bachelor,4.0,87552.0
United States of America,Bachelor,14.0,140500.0
Norway,Master,2.0,91711.0
United States of America,Bachelor,14.0,185000.0
United States of America,No College,3.0,130000.0
United States of America,Master,3.0,117000.0
India,Bachelor,12.0,20943.0
United States of America,Bachelor,8.0,105000.0
Canada,Bachelor,5.0,86976.0
Germany,Master,9.0,40212.0
United States of America,Bachelor,8.0,72000.0
France,Master,14.0,75669.0
Switzerland,Bachelor,25.0,177885.0
United States of America,Master,5.0,40000.0
Canada,Bachelor,4.0,52942.0
France,Master,7.0,64859.0
Poland,Master,1.0,13668.0
Germany,No College,0.5,33732.0
United States of America,Master,23.0,215000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,36193.0
United States of America,Bachelor,2.0,80000.0
United States of America,Bachelor,3.0,170000.0
United States of America,Bachelor,10.0,170000.0
Canada,Bachelor,11.0,151263.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,18.0,109871.0
United Kingdom of Great Britain and Northern Ireland,Master,24.0,64630.0
United States of America,Bachelor,7.0,75000.0
United States of America,Master,14.0,119000.0
United States of America,No College,6.0,80000.0
